"","study","es_id","yi",".g","precalc_g","vi","sei","wf_1","wf_2","wf_3","wf_4","wf_5","wf_6","wf_7","wf_8","sample_size","...1","notes","condition_arm1","condition_arm2","descr_arm1","descr_arm2","multi_arm1","multi_arm2","...10","...11","primary_calc","outcome_type","outcome_domain","time","time_weeks","instrument","rating","sample","mean_arm1","mean_arm2","sd_arm1","sd_arm2","n_arm1","n_arm2","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","dich","dich_type","event_arm1","event_arm2","totaln_arm1","totaln_arm2","change","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","other_statistic","precalc_g_se","rand_arm1","rand_arm2","n_drop_study1","n_drop_study2","year","comorbid_me0tal","format","format_spec","program_arm1","support","initial_screening","forum","n_sessions_planned","X0_sessio0s_received","country","income_level","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","...70","sg","ac","ba","itt","rob","other_target","Reference","Domain1_rob2","Domain2_rob2","Domain3_rob2","Domain4_rob2","Domain5_rob2","Totalscore_rob2","self.guided.checked","time_weeks_num",".id",".g_se",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2"
"194","Raevuori, 2021",194,0.100533382408075,-0.100533382408075,NA,0.0323077191499488,0.179743481522832,"mobile","guided","young","not-cbt-based","cau","mdd","some concerns","follow-up",124,NA,NA,"other psy","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","fu2",32,"phq-9","self-report",1,8.09,8.62,5.32,5.1548,63,61,"12.4","4.2",63,"11.6","4.5999999999999996",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,61,"22","18",2021,0,"gsh",1,"mhp",5,1,0,"8","NA","eu","high","yadul","25.1","0.73","clin","mdd","stud",NA,"1","1","sr","1",4,NA,"Raevuori, A., Vahlberg, T., Korhonen, T., Hilgert, O., Aittakumpu-Hyden, R., & Forman-Hoffman, V. (2021). A therapist-guided smartphone app for major depression in young adults: A randomized clinical trial. J Affect Disord, 286, 228-238. doi:10.1016/j.jad.2021.02.007","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,32,"Raevuori_2021_msd_phq-9_fu2_32_self-report_otherpsy_cau_NA_NA",0.179743481522832,NA,NA,NA,NA,NA,NA
"195","Reins, 2019",195,0.316381755007509,-0.316381755007509,NA,0.0309226720172547,0.175848434787617,"website","guided","adul","not-cbt-based","other ctr","mdd","some concerns","post",131,"1",NA,"other psy","other ctr","get on","online psychoeducation",NA,NA,NA,NA,1,"msd","depression","post",6,"hdrs","clinician",1,13.75,16.47,7.52,9.45,65,66,"22.06","7.71",65,"21.83","8.6199999999999992",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,66,"11","11",2019,0,"gsh",2,"Get.ON",5,1,0,"6","NA","eu","high","adul","41.6","0.76","com","mdd","adul",NA,"1","1","1","1",4,NA,"Reins, J. A., Boß, L., Lehr, D., Berking, M., & Ebert, D. D. (2019). The more I got, the less I need? Efficacy of Internet-based guided self-help compared to online psychoeducation for major depressive disorder. Journal of, 246, 695-705. doi:10.1016/j.jad.2018.12.065","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,6,"Reins_2019_msd_hdrs_post_6_clinician_otherpsy_otherctr_NA_NA",0.175848434787617,NA,NA,NA,NA,NA,NA
"196","Reins, 2019",196,0.30151559609457,-0.30151559609457,NA,0.0308871997989,0.175747545641184,"website","guided","adul","not-cbt-based","other ctr","mdd","some concerns","post",131,NA,NA,"other psy","other ctr","get on","online psychoeducation",NA,NA,NA,NA,1,"msd","depression","post",6,"qids-cr16","clinician",1,7.99,9.46,4.53,5.14,65,66,"12.02","4.49",65,"11.82","4.43",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,66,"11","11",2019,0,"gsh",2,"Get.ON",5,1,0,"6","NA","eu","high","adul","41.6","0.76","com","mdd","adul",NA,"1","1","1","1",4,NA,"Reins, J. A., Boß, L., Lehr, D., Berking, M., & Ebert, D. D. (2019). The more I got, the less I need? Efficacy of Internet-based guided self-help compared to online psychoeducation for major depressive disorder. Journal of, 246, 695-705. doi:10.1016/j.jad.2018.12.065","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,6,"Reins_2019_msd_qids-cr16_post_6_clinician_otherpsy_otherctr_NA_NA",0.175747545641184,NA,NA,NA,NA,NA,NA
"197","Reins, 2019",197,0.283691233706908,-0.283691233706908,NA,0.0308469191336872,0.17563291016688,"website","guided","adul","not-cbt-based","other ctr","mdd","some concerns","post",131,NA,NA,"other psy","other ctr","get on","online psychoeducation",NA,NA,NA,NA,1,"msd","depression","post",6,"phq-9","clinician",1,10.62,12.11,4.99,5.44,65,66,"15.72","4.41",65,"16.059999999999999","4.3099999999999996",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,66,"11","11",2019,0,"gsh",2,"Get.ON",5,1,0,"6","NA","eu","high","adul","41.6","0.76","com","mdd","adul",NA,"1","1","1","1",4,NA,"Reins, J. A., Boß, L., Lehr, D., Berking, M., & Ebert, D. D. (2019). The more I got, the less I need? Efficacy of Internet-based guided self-help compared to online psychoeducation for major depressive disorder. Journal of, 246, 695-705. doi:10.1016/j.jad.2018.12.065","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,6,"Reins_2019_msd_phq-9_post_6_clinician_otherpsy_otherctr_NA_NA",0.17563291016688,NA,NA,NA,NA,NA,NA
"198","Richards, 2015",198,0.645775684004155,-0.645775684004155,NA,0.0224043552399477,0.14968084459926,"website","guided","adul","cbt-based","wl","cut","high risk","post",188,"1",NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"bdi-2","self-report",1,15.67,20.43,7.68,6.97,96,92,"20.9","3.83",96,"20.84","4.17",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,92,"36","13",2015,0,"gsh",2,"Space from Depression",5,0,0,"7","NA","eu","high","adul","39.86","0.73","com","cut","adul",NA,"1","1","sr","1",3,NA,"Richards, D., Timulak, L., O'Brien, E., Hayes, C., Vigano, N., Sharry, J., & Doherty, G. A randomized controlled trial of an internet-delivered treatment: Its potential as a low-intensity community intervention for adults with symptoms of depression. Behav Res Ther, 75, 20-31. https://www.sciencedirect.com/science/article/abs/pii/S0005796715300450?via%3Dihub","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,8,"Richards_2015_msd_bdi-2_post_8_self-report_cbt_wl_NA_NA",0.14968084459926,NA,NA,NA,NA,NA,NA
"199","Richki, 2015a",199,1.1394886523161,-1.1394886523161,NA,0.158606131517565,0.398253853110757,"website","guided","young","not-cbt-based","wl","mdd","low risk","post",30,"1","younger (12-18)","other psy","wl","spirituality",NA,NA,NA,NA,NA,1,"msd","depression","post",8,"cdrs","clinician",0,44.94,58.93,11.79,12.15,17,13,"57.18","7.93",18,"61.67","7.97",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,13,"1","0",2015,0,"gsh",2,"LEAP",5,1,0,"8","NA","can","high","adol","15.26","0.84","com","mdd","adol",NA,"1","1","1","1",4,NA,"Rickhi, B., Kania-Richmond, A., Moritz, S., Cohen, J., Paccagnan, P., Dennis, C., Liu, M., Malhotra, S., Steele, P., & Toews, J. Evaluation of a spirituality informed e-mental health tool as an intervention for major depressive disorder in adolescents and young adults - a randomized controlled pilot trial. BMC Complement Altern Med, 15, 450. https://bmccomplementmedtherapies.biomedcentral.com/track/pdf/10.1186/s12906-015-0968-x.pdf","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,8,"Richki_2015a_msd_cdrs_post_8_clinician_otherpsy_wl_NA_NA",0.398253853110757,NA,NA,NA,NA,NA,NA
"200","Richki, 2015b",200,0.817453009687485,-0.817453009687485,NA,0.140529680625015,0.374872885956046,"website","guided","young","not-cbt-based","wl","mdd","some concerns","post",31,NA,"older (19-24)","other psy","wl","spirituality",NA,NA,NA,NA,NA,1,"msd","depression","post",8,"hamd","clinician",1,14.07,17.79,4.38,4.48,15,16,"22.14","2.52",15,"20.9","2.6",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,"2","3",2015,0,"gsh",2,"LEAP",5,1,0,"8","NA","can","high","yadul","20.95","0.57999999999999996","com","mdd","yadul",NA,"1","1","1","1",4,NA,"Rickhi, B., Kania-Richmond, A., Moritz, S., Cohen, J., Paccagnan, P., Dennis, C., Liu, M., Malhotra, S., Steele, P., & Toews, J. Evaluation of a spirituality informed e-mental health tool as an intervention for major depressive disorder in adolescents and young adults - a randomized controlled pilot trial. BMC Complement Altern Med, 15, 450. https://bmccomplementmedtherapies.biomedcentral.com/track/pdf/10.1186/s12906-015-0968-x.pdf","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,8,"Richki_2015b_msd_hamd_post_8_clinician_otherpsy_wl_NA_NA",0.374872885956046,NA,NA,NA,NA,NA,NA
"201","Ritvo, 2021",201,0.442933165265123,-0.442933165265123,NA,0.0911912410750652,0.301978875213259,"website","guided","young","cbt-based","cau","mdd","high risk","post",45,"1",NA,"3rd","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",24,"bdi-2","self-report",1,13.6,19.78,9.73,16.64,22,23,"30.14","8.3970000000000002",22,"27","7.91",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,23,"2","14",2021,0,"gsh",2,"cbt-m",5,1,0,"24","NA","can","high","yadul","24.49","0.62","clin","mdd","yadul",NA,"1","1","1","1",4,NA,"Ritvo, P., Knyahnytska, Y., Pirbaglou, M., Wang, W., Tomlinson, G., Zhao, H., . . . Daskalakis, Z. (2021). Online Mindfulness-Based Cognitive Behavioral Therapy Intervention for Youth With Major Depressive Disorders: Randomized Controlled Trial. J Med Internet Res, 23(3), e24380. doi:10.2196/24380","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Ritvo_2021_msd_bdi-2_post_24_self-report_3rd_cau_NA_NA",0.301978875213259,NA,NA,NA,NA,NA,NA
"202","Ritvo, 2021",202,0.70149200011353,-0.70149200011353,NA,0.094597502129806,0.307567069319532,"website","guided","young","cbt-based","cau","mdd","high risk","post",45,NA,NA,"3rd","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",24,"qids","self-report",1,8.95,12.89,4.925,6.03,22,23,"15.5","4.3",22,"14.57","3.7",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,23,"2","14",2021,0,"gsh",2,"cbt-m",5,1,0,"24","NA","can","high","yadul","24.49","0.62","clin","mdd","yadul",NA,"1","1","1","1",4,NA,"Ritvo, P., Knyahnytska, Y., Pirbaglou, M., Wang, W., Tomlinson, G., Zhao, H., . . . Daskalakis, Z. (2021). Online Mindfulness-Based Cognitive Behavioral Therapy Intervention for Youth With Major Depressive Disorders: Randomized Controlled Trial. J Med Internet Res, 23(3), e24380. doi:10.2196/24380","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Ritvo_2021_msd_qids_post_24_self-report_3rd_cau_NA_NA",0.307567069319532,NA,NA,NA,NA,NA,NA
"203","Ritvo, 2021",203,0.694783040829467,-0.694783040829467,NA,0.0944896677415389,0.30739171709976,"website","guided","young","cbt-based","cau","mdd","high risk","post",45,NA,NA,"3rd","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",24,"hdrs-24","clinician",1,14.75,22.67,8.73,13.13,22,23,"26.27","6.9640000000000004",22,"26.17","6.4359999999999999",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,23,"2","14",2021,0,"gsh",2,"cbt-m",5,1,0,"24","NA","can","high","yadul","24.49","0.62","clin","mdd","yadul",NA,"1","1","1","1",4,NA,"Ritvo, P., Knyahnytska, Y., Pirbaglou, M., Wang, W., Tomlinson, G., Zhao, H., . . . Daskalakis, Z. (2021). Online Mindfulness-Based Cognitive Behavioral Therapy Intervention for Youth With Major Depressive Disorders: Randomized Controlled Trial. J Med Internet Res, 23(3), e24380. doi:10.2196/24380","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Ritvo_2021_msd_hdrs-24_post_24_clinician_3rd_cau_NA_NA",0.30739171709976,NA,NA,NA,NA,NA,NA
"204","Roepke, 2015",204,0.318002452286075,-0.318002452286075,NA,0.0787064193323635,0.280546643773123,"website","minimal to no support","adul","cbt-based","wl","cut","high risk","post",56,"1",NA,"cbt","wl","CBT+PPT",NA,"cbt","wl",NA,NA,1,"msd","depression","post",4,"ces-d","self-report",0,23.55,27.36,13.73,10.63,20,36,"34.479999999999997","9.24",93,"32.619999999999997","10.15",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,93,"73","57",2015,0,"ush",2,"SuperBetter",0,0,1,"NA","NA","us","high","adul","40.15","0.70669999999999999","com","cut","adul",NA,"1","1","sr","1",4,NA,"Roepke, A. M., Jaffee, S. R., Riffle, O. M., McGonigal, J., Broome, R., & Maxwell, B. Randomized Controlled Trial of SuperBetter, a Smartphone-Based/Internet-Based Self-Help Tool to Reduce Depressive Symptoms. Games Health J, 4(3), 235-246. https://www.liebertpub.com/doi/10.1089/g4h.2014.0046?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed","Low risk","Low risk","High risk","Low risk","Some concerns","High risk",NA,4,"Roepke_2015_msd_ces-d_post_4_self-report_cbt_wl_cbt_wl",0.280546643773123,NA,NA,NA,NA,NA,NA
"205","Roepke, 2015",205,0.777298555716675,-0.777298555716675,NA,0.0890934638238263,0.298485282424153,"website","minimal to no support","adul","cbt-based","wl","cut","high risk","post",54,NA,NA,"3rd","wl","3rd",NA,"3rd","wl",NA,NA,1,"msd","depression","post",4,"ces-d","self-report",0,19.0599999999999,27.36,10.3,10.63,18,36,"33.07","8.81",97,"32.619999999999997","10.15",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,93,"79","57",2015,0,"ush",2,"SuperBetter",0,0,1,"NA","NA","us","high","adul","40.15","0.70669999999999999","com","cut","adul",NA,"1","1","sr","1",4,NA,"Roepke, A. M., Jaffee, S. R., Riffle, O. M., McGonigal, J., Broome, R., & Maxwell, B. Randomized Controlled Trial of SuperBetter, a Smartphone-Based/Internet-Based Self-Help Tool to Reduce Depressive Symptoms. Games Health J, 4(3), 235-246. https://www.liebertpub.com/doi/10.1089/g4h.2014.0046?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dpubmed","Low risk","Low risk","High risk","Low risk","Some concerns","High risk",NA,4,"Roepke_2015_msd_ces-d_post_4_self-report_3rd_wl_3rd_wl",0.298485282424153,NA,NA,NA,NA,NA,NA
"206","Rosso, 2017",206,0.785627041733363,-0.785627041733363,NA,0.0561165352058593,0.236889288921765,"website","human encouragement","adul","cbt-based","other ctr","mdd","low risk","post",77,"1",NA,"cbt","other ctr",NA,"attention control: weekly assessment only",NA,NA,NA,NA,1,"msd","depression","post",10,"hdrs","clinician",1,9.17,14.05,6.92,5.34,37,40,"15.73","4.0199999999999996",37,"15.7","4.26",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,40,"7","10",2017,0,"ush",2,"Sadness Program",4,1,0,"6","NA","us","high","adul","28.99","0.68830000000000002","com","mdd","adul",NA,"1","1","1","1",4,NA,"Rosso, I., Killgore, W., Olson, E., Webb, C., Fukunaga, R., Auerbach, R., . . . Rauch, S. (2017). Internet-based cognitive behavior therapy for major depressive disorder: a randomized controlled trial. Depress Anxiety, 34(3), 236-245.","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,10,"Rosso_2017_msd_hdrs_post_10_clinician_cbt_otherctr_NA_NA",0.236889288921765,NA,NA,NA,NA,NA,NA
"207","Rosso, 2017",207,0.781184172463377,-0.781184172463377,NA,0.0560704121111414,0.236791917326461,"website","human encouragement","adul","cbt-based","other ctr","mdd","low risk","post",77,NA,NA,"cbt","other ctr",NA,"attention control: weekly assessment only",NA,NA,NA,NA,1,"msd","depression","post",10,"phq-9","self-report",1,7.7,11.88,5.39,5.21,37,40,"13.92","3.89",37,"15.58","3.97",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,40,"7","10",2017,0,"ush",2,"Sadness Program",4,1,0,"6","NA","us","high","adul","28.99","0.68830000000000002","com","mdd","adul",NA,"1","1","sr","1",4,NA,"Rosso, I., Killgore, W., Olson, E., Webb, C., Fukunaga, R., Auerbach, R., . . . Rauch, S. (2017). Internet-based cognitive behavior therapy for major depressive disorder: a randomized controlled trial. Depress Anxiety, 34(3), 236-245.","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,10,"Rosso_2017_msd_phq-9_post_10_self-report_cbt_otherctr_NA_NA",0.236791917326461,NA,NA,NA,NA,NA,NA
"208","Ruehlman, 2021",208,0.772181743382709,-0.772181743382709,NA,0.0832911190681254,0.288602008080549,"website","minimal to no support","young","cbt-based","wl","cut","high risk","post",52,"1",NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",7,"phq-8","self-report",0,9.01,13.24,5.4,5.39,28,24,"15.36","4.41",28,"15.21","4.08",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,28,"12","4",2021,0,"ush",2,"TCD-BITS",0,0,0,"NA","NA","us","high","yadul","19.399999999999999","0.57689999999999997","com","cut","stud",NA,"0","0","sr","0",1,NA,"Ruehlman, L., & Karoly, P. A pilot test of Internet-delivered brief interactive training sessions for depression: Evaluating dropout, uptake, adherence, and outcome. J Am Coll Health, 1-9.","Some concerns","High risk","Some concerns","Low risk","Some concerns","High risk",NA,7,"Ruehlman_2021_msd_phq-8_post_7_self-report_cbt_wl_NA_NA",0.288602008080549,NA,NA,NA,NA,NA,NA
"209","Ruwaard, 2009",209,0.847330715045857,-0.847330715045857,NA,0.0901781607051832,0.300296787703737,"website","guided","adul","cbt-based","wl","cut","high risk","post",54,"1",NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",11,"scl","self-report",1,26.7,34.4,8.1,10.5,36,18,"39.9","8.6",36,"38.1","7.5",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,18,"3","2",2009,0,"gsh",2,"CBT",5,0,0,"8","NA","eu","high","adul","42","0.69","com","cut","adul",NA,"1","0","sr","1",3,NA,"Ruwaard, J., Schrieken, B., Schrijver, M., Broeksteeg, J., Dekker, J., Vermeulen, H., & Lange, A. (2009). Standardized web-based cognitive behavioural therapy of mild to moderate depression: a randomized controlled trial with a long-term follow-up. Cogn Behav Ther, 38(4), 206-221. https://www.tandfonline.com/doi/full/10.1080/16506070802408086","Some concerns","Low risk","Some concerns","Low risk","Some concerns","High risk",NA,11,"Ruwaard_2009_msd_scl_post_11_self-report_cbt_wl_NA_NA",0.300296787703737,NA,NA,NA,NA,NA,NA
"210","Ruwaard, 2009",210,0.830926864220176,-0.830926864220176,NA,0.0899157019715648,0.299859470371647,"website","guided","adul","cbt-based","wl","cut","high risk","post",54,NA,NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",11,"bdi-1","self-report",1,9.8,15.6,6.5,7.6,36,18,"19.7","5.5",36,"21.3","5.3",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,18,"3","2",2009,0,"gsh",2,"CBT",5,0,0,"8","NA","eu","high","adul","42","0.69","com","cut","adul",NA,"1","0","sr","1",3,NA,"Ruwaard, J., Schrieken, B., Schrijver, M., Broeksteeg, J., Dekker, J., Vermeulen, H., & Lange, A. (2009). Standardized web-based cognitive behavioural therapy of mild to moderate depression: a randomized controlled trial with a long-term follow-up. Cogn Behav Ther, 38(4), 206-221. https://www.tandfonline.com/doi/full/10.1080/16506070802408086","Some concerns","Low risk","Some concerns","Low risk","Some concerns","High risk",NA,11,"Ruwaard_2009_msd_bdi-1_post_11_self-report_cbt_wl_NA_NA",0.299859470371647,NA,NA,NA,NA,NA,NA
"211","Ruwaard, 2009",211,0.519658040960335,-0.519658040960335,NA,0.0859078274523117,0.293100370952191,"website","guided","adul","cbt-based","wl","cut","high risk","post",54,NA,NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",11,"dass-d","self-report",1,7.6,11.8,6.9,9.8,36,18,"20.6","8.4",36,"20.8","8.1",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,18,"3","2",2009,0,"gsh",2,"CBT",5,0,0,"8","NA","eu","high","adul","42","0.69","com","cut","adul",NA,"1","0","sr","1",3,NA,"Ruwaard, J., Schrieken, B., Schrijver, M., Broeksteeg, J., Dekker, J., Vermeulen, H., & Lange, A. (2009). Standardized web-based cognitive behavioural therapy of mild to moderate depression: a randomized controlled trial with a long-term follow-up. Cogn Behav Ther, 38(4), 206-221. https://www.tandfonline.com/doi/full/10.1080/16506070802408086","Some concerns","Low risk","Some concerns","Low risk","Some concerns","High risk",NA,11,"Ruwaard_2009_msd_dass-d_post_11_self-report_cbt_wl_NA_NA",0.293100370952191,NA,NA,NA,NA,NA,NA
"212","Salamanca-Sanabria, 2020",212,0.897986989794653,-0.897986989794653,NA,0.0716260176594158,0.267630375068705,"website","guided","young","cbt-based","wl","cut","high risk","post",75,"1",NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",7,"phq-9","self-report",0,8.33,13.09,5.71,5.06,21,54,"14.22","2.81",107,"13.82","2.93",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,107,"86","53",2020,0,"gsh",2,"Yo puedo sentirme bien",5,0,0,"7","NA","oth","upper middle","yadul","22.2","0.71","oth","cut","stud",NA,"1","1","sr","0",3,NA,"Salamanca-Sanabria A, Richards D, Timulak L, et al. A culturally adapted cognitive behavioral internet-delivered intervention for depressive symptoms: Randomized controlled trial. JMIR Mental Health. 2020;7(1).","Low risk","High risk","High risk","Low risk","Some concerns","High risk",NA,7,"Salamanca-Sanabria_2020_msd_phq-9_post_7_self-report_cbt_wl_NA_NA",0.267630375068705,NA,NA,NA,NA,NA,NA
"213","Sander, 2020",215,0.42284428693507,-0.42284428693507,NA,0.0138653294640968,0.11775113360005,"website","guided","med","cbt-based","cau","cut","some concerns","post",295,"1",NA,"cbt","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",9,"phq-9","self-report",1,6.28,7.86,3.45,3.99,149,146,"8.02","3.43",149,"7.98","3.78",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,146,"47","24",2020,0,"gsh",2,"eSano BackCare-DP)",5,1,0,"6","NA","eu","high","adul","51.7","0.6","oth","sub","med",NA,"1","1","sr","1",4,NA,"Sander LB, Paganini S, Terhorst Y, et al. Effectiveness of a Guided Web-Based Self-help Intervention to Prevent Depression in Patients with Persistent Back Pain: The PROD-BP Randomized Clinical Trial. JAMA Psychiatry. 2020;77(10):1001-1011.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,9,"Sander_2020_msd_phq-9_post_9_self-report_cbt_cau_NA_NA",0.11775113360005,NA,NA,NA,NA,NA,NA
"214","Sander, 2020",216,0.275340337087276,-0.275340337087276,NA,0.013689880817222,0.117003764115613,"website","guided","med","cbt-based","cau","cut","some concerns","follow-up",295,NA,NA,"cbt","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","fu1",24,"phq-9","self-report",1,6.47,7.5,3.39,4.05,149,146,"8.02","3.43",149,"7.98","3.78",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,146,"53","26",2020,0,"gsh",2,"eSano BackCare-DP)",5,1,0,"6","NA","eu","high","adul","51.7","0.6","oth","sub","med",NA,"1","1","sr","1",4,NA,"Sander LB, Paganini S, Terhorst Y, et al. Effectiveness of a Guided Web-Based Self-help Intervention to Prevent Depression in Patients with Persistent Back Pain: The PROD-BP Randomized Clinical Trial. JAMA Psychiatry. 2020;77(10):1001-1011.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,24,"Sander_2020_msd_phq-9_fu1_24_self-report_cbt_cau_NA_NA",0.117003764115613,NA,NA,NA,NA,NA,NA
"215","Sander, 2020",217,0.402158143697536,-0.402158143697536,NA,0.0138362550582393,0.117627611801988,"website","guided","med","cbt-based","cau","cut","some concerns","follow-up",295,NA,NA,"cbt","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","fu2",48,"phq-9","self-report",1,5.91,7.43,3.53,4,149,146,"8.02","3.43",149,"7.98","3.78",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,146,"55","29",2020,0,"gsh",2,"eSano BackCare-DP)",5,1,0,"6","NA","eu","high","adul","51.7","0.6","oth","sub","med",NA,"1","1","sr","1",4,NA,"Sander LB, Paganini S, Terhorst Y, et al. Effectiveness of a Guided Web-Based Self-help Intervention to Prevent Depression in Patients with Persistent Back Pain: The PROD-BP Randomized Clinical Trial. JAMA Psychiatry. 2020;77(10):1001-1011.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,48,"Sander_2020_msd_phq-9_fu2_48_self-report_cbt_cau_NA_NA",0.117627611801988,NA,NA,NA,NA,NA,NA
"216","Sander, 2020",218,0.328454593837396,-0.328454593837396,NA,0.0137445165364069,0.117237010096671,"website","guided","med","cbt-based","cau","cut","some concerns","follow-up",295,NA,NA,"cbt","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","fu2",48,"qids","clinician",1,3.74,4.83,2.8,3.76,149,146,"5.34","3.14",149,"5.38","3.16",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,146,"21","16",2020,0,"gsh",2,"eSano BackCare-DP)",5,1,0,"6","NA","eu","high","adul","51.7","0.6","oth","sub","med",NA,"1","1","sr","1",4,NA,"Sander LB, Paganini S, Terhorst Y, et al. Effectiveness of a Guided Web-Based Self-help Intervention to Prevent Depression in Patients with Persistent Back Pain: The PROD-BP Randomized Clinical Trial. JAMA Psychiatry. 2020;77(10):1001-1011.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,48,"Sander_2020_msd_qids_fu2_48_clinician_cbt_cau_NA_NA",0.117237010096671,NA,NA,NA,NA,NA,NA
